Rk,Player,Pos,Age,PTS,AST,STL,BLK,Tm,G,GS,MP
252,Danuel House Jr.,SF,28,5.9,1,0.5,0.4,TOT,42,7,17.3
252,Danuel House Jr.,SF,28,4.8,1.2,0.3,0.3,HOU,16,1,14.6
252,Danuel House Jr.,SF,28,0,0,0,0,NYK,1,0,3
252,Danuel House Jr.,SF,28,6.8,1,0.6,0.5,UTA,25,6,19.6
253,Dwight Howard,C,36,6.2,0.6,0.6,0.6,LAL,60,27,16.2
254,Markus Howard,SG,22,4.1,0.2,0.3,0,DEN,31,0,5.7
255,Kevin Huerter,SG,23,12.1,2.7,0.7,0.4,ATL,74,60,29.6
256,Jay Huff,C,23,0,0.3,0.3,0.3,LAL,4,0,5
257,Elijah Hughes,SG-SF,23,3.5,0.6,0.4,0.2,TOT,36,4,12.1
257,Elijah Hughes,SF,23,3.1,0.4,0.3,0.1,UTA,14,1,8
257,Elijah Hughes,SG,23,3.8,0.7,0.5,0.3,POR,22,3,14.6
258,Feron Hunt,SF,22,0,0.5,0.5,0,NYK,2,0,4
259,De'Andre Hunter,SF,24,13.4,1.3,0.7,0.4,ATL,53,52,29.8
260,Chandler Hutchison,SF,25,0.7,0.3,0,0,PHO,6,0,3.7
261,Bones Hyland,PG,21,10.1,2.8,0.6,0.3,DEN,69,4,19
262,Serge Ibaka,C-PF,32,6.8,0.9,0.2,0.6,TOT,54,12,16.2
262,Serge Ibaka,C,32,6.6,1,0.2,0.7,LAC,35,10,15.4
262,Serge Ibaka,PF,32,7,0.7,0.2,0.4,MIL,19,2,17.8
263,Andre Iguodala,SF,38,4,3.7,0.9,0.7,GSW,31,0,19.5
264,Joe Ingles,SF,34,7.2,3.5,0.5,0.1,UTA,45,15,24.9
265,Brandon Ingram,SF,24,22.7,5.6,0.6,0.5,NOP,55,55,34
266,Kyrie Irving,PG,29,27.4,5.8,1.4,0.6,BRK,29,29,37.6
267,Wes Iwundu,SF,27,7.3,0,0.3,0,ATL,3,1,27.3
268,Frank Jackson,PG,23,10.6,1,0.5,0.2,DET,53,7,22
269,Isaiah Jackson,PF,20,8.3,0.3,0.7,1.4,IND,36,15,15
270,Jaren Jackson Jr.,PF,22,16.3,1.1,0.9,2.3,MEM,78,78,27.3
271,Josh Jackson,SF,24,6.4,1.1,0.5,0.4,TOT,51,3,16.3
271,Josh Jackson,SF,24,7.1,1.3,0.5,0.5,DET,39,3,18.1
271,Josh Jackson,SF,24,4.3,0.4,0.4,0.3,SAC,12,0,10.3
272,Justin Jackson,SF,26,2.1,0.3,0,0,TOT,7,0,5.3
272,Justin Jackson,SF,26,2,0,0,0,BOS,1,0,2
272,Justin Jackson,SF,26,2.2,0.3,0,0,PHO,6,0,5.8
273,Reggie Jackson,SG,31,16.8,4.8,0.7,0.2,LAC,75,75,31.2
274,LeBron James,SF,37,30.3,6.2,1.3,1.1,LAL,56,56,37.2
275,DeJon Jarreau,SG,24,0,0,0,0,IND,1,0,1
276,DaQuan Jeffries,SG,24,0.7,0.3,0,0,MEM,3,0,3
277,Ty Jerome,SG,24,7.1,2.3,0.6,0.1,OKC,48,4,16.7
278,Isaiah Joe,SG,22,3.6,0.6,0.3,0.1,PHI,55,1,11.1
279,Alize Johnson,PF,25,1.8,0.4,0.2,0,TOT,23,0,7.3
279,Alize Johnson,PF,25,1.8,0.5,0.2,0,CHI,16,0,7.6
279,Alize Johnson,PF,25,1.3,0,0,0,WAS,3,0,6
279,Alize Johnson,PF,25,2.3,0.3,0.5,0,NOP,4,0,7
280,B.J. Johnson,SF,26,6.5,0,0,0.3,ORL,4,0,16.3
281,Cameron Johnson,PF,25,12.5,1.5,0.9,0.2,PHO,66,16,26.2
282,David Johnson,SG,20,0,0,0,0,TOR,2,0,1
283,Jalen Johnson,PF,20,2.4,0.1,0.1,0.1,ATL,22,0,5.5
284,James Johnson,PF,34,5.5,2.1,0.5,0.5,BRK,62,10,19.2
285,Joe Johnson,SG,40,2,0,0,0,BOS,1,0,2
286,Keldon Johnson,SF,22,17,2.1,0.8,0.2,SAS,75,74,31.9
287,Keon Johnson,SG,19,7.2,2.1,0.8,0.3,TOT,37,12,18.8
287,Keon Johnson,SG,19,3.5,0.9,0.5,0.1,LAC,15,0,9
287,Keon Johnson,SG,19,9.7,2.9,1,0.5,POR,22,12,25.5
288,Stanley Johnson,PF,25,6.7,1.7,0.9,0.3,LAL,48,27,22.8
289,Tyler Johnson,PG,29,2.8,1.2,0.5,0.5,TOT,6,0,15.2
289,Tyler Johnson,PG,29,3.7,0.7,0.3,0.3,PHI,3,0,12.7
289,Tyler Johnson,PG,29,2,1.7,0.7,0.7,SAS,3,0,17.7
290,Nikola Jokić,C,26,27.1,7.9,1.5,0.9,DEN,74,74,33.5
291,Carlik Jones,PG,24,0.8,1,0.2,0,TOT,5,0,4.6
291,Carlik Jones,PG,24,0.7,1.7,0.3,0,DAL,3,0,6.3
291,Carlik Jones,PG,24,1,0,0,0,DEN,2,0,2
292,Damian Jones,C,26,8.1,1.2,0.5,0.8,SAC,56,15,18.2
293,Derrick Jones Jr.,PF,24,5.6,0.6,0.5,0.6,CHI,51,8,17.6
294,Herbert Jones,PF,23,9.5,2.1,1.7,0.8,NOP,78,69,29.9
295,Jemerrio Jones,SF,26,2,0,0.5,0,LAL,2,0,7.5
296,Kai Jones,C,21,1,0.2,0,0.1,CHO,21,0,3
297,Mason Jones,SG,23,6.8,1,0.5,0,LAL,4,0,12.8
298,Tre Jones,PG,22,6,3.4,0.6,0.1,SAS,69,11,16.6
299,Tyus Jones,PG,25,8.7,4.4,0.9,0,MEM,73,23,21.2
300,DeAndre Jordan,C,33,4.3,0.4,0.3,0.7,TOT,48,20,13
300,DeAndre Jordan,C,33,4.1,0.4,0.3,0.8,LAL,32,19,12.8
300,DeAndre Jordan,C,33,4.6,0.5,0.1,0.6,PHI,16,1,13.4
301,Cory Joseph,PG,30,8,3.6,0.6,0.3,DET,65,39,24.6
302,Georgios Kalaitzakis,SF,23,6.6,0.9,0.8,0.2,TOT,13,4,16.5
302,Georgios Kalaitzakis,SF,23,1.8,0,0.1,0.1,MIL,9,0,5.3
302,Georgios Kalaitzakis,SF,23,17.5,3,2.5,0.3,OKC,4,4,41.5
303,Frank Kaminsky,C,28,10.6,1.4,0.9,0.8,PHO,9,0,20.1
304,Luke Kennard,SG,25,11.9,2.1,0.6,0.1,LAC,70,13,27.4
305,Braxton Key,SF,24,7.2,1,0.9,1,TOT,11,0,17.9
305,Braxton Key,SF,24,1,0.5,0.5,0,PHI,2,0,3
305,Braxton Key,SF,24,8.6,1.1,1,1.2,DET,9,0,21.2
306,George King,SF,28,0.3,0,0,0,DAL,4,0,4.8
307,Louis King,SF,22,4.5,0.9,0.2,0.1,SAC,10,0,10.4
308,Corey Kispert,SF,22,8.2,1.1,0.5,0.3,WAS,77,36,23.4
309,Maxi Kleber,PF,30,7,1.2,0.5,1,DAL,59,21,24.6
310,Brandon Knight,PG,30,6.4,1.6,0.2,0,DAL,5,0,13
311,Nathan Knight,PF,24,3.7,0.6,0.2,0.2,MIN,37,2,7.2
312,Kevin Knox,SF,22,3.1,0.3,0.1,0.1,TOT,30,0,7.4
312,Kevin Knox,SF,22,3.6,0.2,0.2,0.1,NYK,13,0,8.5
312,Kevin Knox,SF,22,2.7,0.4,0.1,0.1,ATL,17,0,6.5
313,John Konchar,SG,25,4.8,1.5,0.6,0.3,MEM,72,7,17.9
314,Furkan Korkmaz,SG,24,7.6,1.9,0.5,0.1,PHI,67,19,21.1
315,Luke Kornet,C,26,2,0.6,0.2,0.2,TOT,15,0,6.9
315,Luke Kornet,C,26,2,0.5,0,0.5,CLE,2,0,7.5
315,Luke Kornet,C,26,0,0,0,0,MIL,1,0,3
315,Luke Kornet,C,26,2.2,0.7,0.3,0.2,BOS,12,0,7.1
316,Vit Krejci,SG,21,6.2,1.9,0.6,0.3,OKC,30,8,23
317,Arnoldas Kulboka,SF,24,0,0,0,0,CHO,2,0,2.5
318,Jonathan Kuminga,SF,19,9.3,0.9,0.4,0.3,GSW,70,12,16.9
319,Kyle Kuzma,PF,26,17.1,3.5,0.6,0.9,WAS,66,66,33.4
320,Anthony Lamb,SF,24,0,1,0,0,SAS,2,0,4
321,Jeremy Lamb,SF-SG,29,7.3,1.4,0.6,0.4,TOT,56,0,16.7
321,Jeremy Lamb,SF,29,7.1,1.3,0.6,0.4,IND,39,0,15.7
321,Jeremy Lamb,SG,29,7.9,1.8,0.5,0.5,SAC,17,0,18.9
322,Jock Landale,C,26,4.9,0.8,0.2,0.3,SAS,54,1,10.9
323,Romeo Langford,SG,22,4.5,0.4,0.5,0.3,TOT,48,5,16.1
323,Romeo Langford,SG,22,4.7,0.4,0.5,0.4,BOS,44,5,16.5
323,Romeo Langford,SG,22,2.8,0.5,0.3,0,SAS,4,0,10.8
324,Zach LaVine,SF,26,24.4,4.5,0.6,0.3,CHI,67,67,34.7
325,Jake Layman,SF,27,2.4,0.3,0.2,0.1,MIN,34,1,6.8
326,Damion Lee,SG,29,7.4,1,0.6,0.1,GSW,63,5,19.9
327,Saben Lee,PG,22,5.6,2.9,1,0.3,DET,37,0,16.3
328,Alex Len,C,28,6,1.2,0.3,0.6,SAC,39,10,15.9
329,Caris LeVert,SG,27,17,4.3,0.9,0.4,TOT,58,49,30.7
329,Caris LeVert,SG,27,18.7,4.4,0.9,0.5,IND,39,39,31.1
329,Caris LeVert,SG,27,13.6,3.9,0.8,0.3,CLE,19,10,29.8
330,Kira Lewis Jr.,PG,20,5.9,2,0.5,0,NOP,24,0,14.2
331,Scottie Lewis,SG,21,0.5,0.5,0.5,0,CHO,2,0,3.5
332,Damian Lillard,PG,31,24,7.3,0.6,0.4,POR,29,29,36.4
333,Nassir Little,SF,21,9.8,1.3,0.6,0.9,POR,42,23,25.9
334,Isaiah Livers,SF,23,6.4,1.1,0.7,0.4,DET,19,5,20.2
335,Kevon Looney,C,25,6,2,0.6,0.6,GSW,82,80,21.1
336,Brook Lopez,C,33,12.4,0.5,0.6,1.2,MIL,13,11,22.9
337,Robin Lopez,C,33,7.1,1.5,0.1,0.5,ORL,36,9,17
338,Didi Louzada,SG-SF,22,3.9,0.6,0.2,0.2,TOT,9,1,14.3
338,Didi Louzada,SF,22,0,0.5,0,0,NOP,2,0,3.5
338,Didi Louzada,SG,22,5,0.6,0.3,0.3,POR,7,1,17.4
339,Kevin Love,PF,33,13.6,2.2,0.4,0.2,CLE,74,4,22.5
340,Kyle Lowry,PG,35,13.4,7.5,1.1,0.3,MIA,63,63,33.9
341,Gabriel Lundberg,SG,27,3.3,2.8,0.8,0,PHO,4,0,11
342,Timothé Luwawu-Cabarrot,SF,26,4.4,0.8,0.3,0.1,ATL,52,18,13.2
343,Trey Lyles,PF,26,10.5,1.2,0.4,0.4,TOT,75,23,20.5
343,Trey Lyles,PF,26,10.4,1.1,0.4,0.5,DET,51,3,19.4
343,Trey Lyles,PF,26,10.6,1.3,0.3,0.3,SAC,24,20,22.8
344,Théo Maledon,PG,20,7.1,2.2,0.6,0.2,OKC,51,7,17.8
345,Sandro Mamukelashvili,PF,22,3.8,0.5,0.2,0.2,MIL,41,3,9.9
346,Terance Mann,SF,25,10.8,2.6,0.7,0.3,LAC,81,33,28.6
347,Tre Mann,PG,20,10.4,1.5,0.8,0.2,OKC,60,26,22.8
348,Boban Marjanović,C,33,4.3,0.1,0,0.1,DAL,23,0,5.6
349,Lauri Markkanen,PF,24,14.8,1.3,0.7,0.5,CLE,61,61,30.8
350,Naji Marshall,SF,24,5.7,1.1,0.6,0.1,NOP,55,4,13.4
351,Caleb Martin,SF,26,9.2,1.1,1,0.5,MIA,60,12,22.9
352,Cody Martin,SF,26,7.7,2.5,1.2,0.5,CHO,71,11,26.3
353,Kelan Martin,SF,26,5.7,0.7,0.4,0.3,TOT,30,1,15
353,Kelan Martin,SF,26,6.3,0.8,0.5,0.3,IND,27,1,16.4
353,Kelan Martin,SF,26,0,0,0,0,BOS,3,0,2
354,Kenyon Martin Jr.,SF,21,8.8,1.3,0.4,0.5,HOU,79,2,21
355,Garrison Mathews,SG,25,10,1,0.9,0.4,HOU,65,33,26.3
356,Dakota Mathias,SG,26,1,0.2,0.2,0,MEM,6,0,2.7
357,Wesley Matthews,SG,35,5.1,0.7,0.5,0.2,MIL,49,14,20.4
358,Tyrese Maxey,PG,21,17.5,4.3,0.7,0.4,PHI,75,74,35.3
359,Skylar Mays,SG,24,2.9,0.6,0.3,0,ATL,28,5,7.9
360,Miles McBride,PG,21,2.2,1,0.4,0,NYK,40,2,9.3
361,Mac McClung,SG-PG,23,4,0.5,0.5,0.5,TOT,2,0,12.5
361,Mac McClung,PG,23,2,0,0,0,CHI,1,0,3
361,Mac McClung,SG,23,6,1,1,1,LAL,1,0,22
362,CJ McCollum,SG,30,22.1,5.1,1.1,0.4,TOT,62,62,34.6
362,CJ McCollum,SG,30,20.5,4.5,1,0.6,POR,36,36,35.2
362,CJ McCollum,SG,30,24.3,5.8,1.3,0,NOP,26,26,33.8
363,T.J. McConnell,PG,29,8.5,4.9,1.1,0.4,IND,27,8,24.1
364,Jaden McDaniels,PF,21,9.2,1.1,0.7,0.8,MIN,70,31,25.8
365,Jalen McDaniels,SF,24,6.2,1.1,0.5,0.4,CHO,55,2,16.3
366,Doug McDermott,PF,30,11.3,1.3,0.3,0.1,SAS,51,51,24
367,JaVale McGee,C,34,9.2,0.6,0.3,1.1,PHO,74,17,15.8
368,Cameron McGriff,SF,24,4.7,1,0,0.3,POR,3,0,15.3
369,Rodney McGruder,SG,30,5.4,0.9,0.4,0.1,DET,51,2,14.8
370,Alfonzo McKinnie,SF,29,3.5,0.3,0.1,0.2,CHI,17,3,12.1
371,JaQuori McLaughlin,PG,24,0,0.5,0,0,DAL,4,0,2.8
372,Jordan McLaughlin,PG,25,3.8,2.9,0.9,0.2,MIN,62,3,14.5
373,Ben McLemore,SG,28,10.2,0.9,0.6,0.2,POR,64,6,20.1
374,De'Anthony Melton,SG,23,10.8,2.7,1.4,0.5,MEM,73,15,22.7
375,Sam Merrill,SG,25,4.2,0.7,0,0,MEM,6,0,9.7
376,Chimezie Metu,C,24,8.9,1,0.9,0.5,SAC,60,20,21.3
377,Khris Middleton,SF,30,20.1,5.4,1.2,0.3,MIL,66,66,32.4
378,C.J. Miles,SG,34,0,0,0,0,BOS,1,0,2
379,Patty Mills,PG,33,11.4,2.3,0.6,0.2,BRK,81,48,29
380,Paul Millsap,PF,36,3.5,0.9,0.3,0.4,TOT,33,1,11.4
380,Paul Millsap,PF,36,3.4,1,0.2,0.5,BRK,24,0,11.3
380,Paul Millsap,PF,36,3.7,0.6,0.6,0.2,PHI,9,1,11.8
381,Shake Milton,PG,25,8.2,2.5,0.5,0.3,PHI,55,6,21.4
382,Davion Mitchell,PG,23,11.5,4.2,0.7,0.3,SAC,75,19,27.7
383,Donovan Mitchell,SG,25,25.9,5.3,1.5,0.2,UTA,67,67,33.8
384,Evan Mobley,PF,20,15,2.5,0.8,1.7,CLE,69,69,33.8
385,Malik Monk,SG,23,13.8,2.9,0.8,0.4,LAL,76,37,28.1
386,Greg Monroe,C,31,5.4,1.6,0.6,0.7,TOT,14,0,13.9
386,Greg Monroe,C,31,7.3,4,1,1.5,MIN,4,0,20.3
386,Greg Monroe,C,31,4,0.5,0.5,0.5,WAS,2,0,9
386,Greg Monroe,C,31,5.4,0.4,0.6,0.4,MIL,5,0,14
386,Greg Monroe,C,31,4,1,0,0.3,UTA,3,0,8.7
387,Moses Moody,SG,19,4.4,0.4,0.1,0.2,GSW,52,11,11.7
388,Xavier Moon,SG,27,5.8,2.4,0.7,0.3,LAC,10,0,13.7
389,Matt Mooney,SG,24,0,0,1,0,NYK,1,0,2
390,Ja Morant,PG,22,27.4,6.7,1.2,0.4,MEM,57,57,33.1
391,Juwan Morgan,PF,24,2.5,0.5,0,0,TOT,2,0,15.5
391,Juwan Morgan,PF,24,5,1,0,0,TOR,1,0,27
391,Juwan Morgan,PF,24,0,0,0,0,BOS,1,0,4
392,Jaylen Morris,SG,26,0.7,0.7,0,0,SAS,3,0,5.3
393,Marcus Morris,PF,32,15.4,2.1,0.5,0.3,LAC,54,54,29
394,Markieff Morris,PF,32,7.6,1.4,0.4,0.1,MIA,17,1,17.5
395,Monte Morris,PG,26,12.6,4.4,0.7,0.2,DEN,75,74,29.9
396,Emmanuel Mudiay,PG,25,1.5,2,0.5,0,SAC,2,0,5.5
397,Mychal Mulder,PG,27,4.1,0.3,0.2,0.1,TOT,17,3,14.1
397,Mychal Mulder,PG,27,3.7,0.2,0.3,0.1,ORL,15,2,13
397,Mychal Mulder,PG,27,7,1,0,0.5,MIA,2,1,22
398,Ade Murkey,SG,24,0,0,0,0,SAC,1,0,1
399,Trey Murphy III,SF,21,5.4,0.6,0.4,0.1,NOP,62,1,13.9
400,Dejounte Murray,PG,25,21.1,9.2,2,0.3,SAS,68,68,34.8
401,Mike Muscala,C,30,8,0.5,0.4,0.6,OKC,43,0,13.8
402,Svi Mykhailiuk,SF,24,4.6,0.8,0.5,0.1,TOR,56,5,12.8
403,Abdel Nader,SF,28,2.4,0.5,0.6,0.3,PHO,14,0,10.4
404,Larry Nance Jr.,PF,29,7,1.8,0.9,0.4,TOT,46,11,22.6
404,Larry Nance Jr.,PF,29,6.9,2,1,0.4,POR,37,11,23.2
404,Larry Nance Jr.,PF,29,7.3,0.9,0.6,0.8,NOP,9,0,20.2
405,RJ Nembhard Jr.,SG,22,1.1,0.9,0.1,0,CLE,14,0,4.5
406,Aaron Nesmith,SF,22,3.8,0.4,0.4,0.1,BOS,52,3,11
407,Raul Neto,PG,29,7.5,3.1,0.8,0,WAS,70,19,19.6
408,Malik Newman,PG,24,8,1,0,0,CLE,1,0,8
409,Georges Niang,PF,28,9.2,1.3,0.4,0.2,PHI,76,7,22.8
410,Daishen Nix,SG,19,3.2,1.7,0.6,0,HOU,24,0,10.9
411,Zeke Nnaji,PF,21,6.6,0.4,0.4,0.3,DEN,41,1,17
412,Nerlens Noel,C,27,3.4,0.9,1.2,1.2,NYK,25,11,22.5
413,Jaylen Nowell,SG,22,8.5,2.1,0.4,0.2,MIN,62,1,15.7
414,Frank Ntilikina,PG,23,4.1,1.2,0.5,0.1,DAL,58,5,11.8
415,Jusuf Nurkić,C,27,15,2.8,1.1,0.6,POR,56,56,28.2
416,David Nwaba,SF,29,5.1,0.8,0.6,0.4,HOU,46,4,13.2
417,Jordan Nwora,SF,23,7.9,1,0.4,0.3,MIL,62,13,19.1
418,Royce O'Neale,SF,28,7.4,2.5,1.1,0.4,UTA,77,77,31.2
419,Semi Ojeleye,PF,27,3.3,0.3,0.2,0.2,TOT,30,0,13.5
419,Semi Ojeleye,PF,27,2.9,0.3,0.3,0.3,MIL,20,0,15.4
419,Semi Ojeleye,PF,27,4.1,0.4,0.2,0.1,LAC,10,0,9.8
420,Chuma Okeke,PF,23,8.6,1.7,1.4,0.6,ORL,70,20,25
421,Josh Okogie,SG,23,2.7,0.5,0.5,0.2,MIN,49,6,10.5
422,Onyeka Okongwu,C,21,8.2,1.1,0.6,1.3,ATL,48,6,20.7
423,Isaac Okoro,SF,21,8.8,1.8,0.8,0.3,CLE,67,61,29.6
424,KZ Okpala,PF,22,3.7,0.7,0.2,0.3,MIA,21,0,11.6
425,Victor Oladipo,SG,29,12.4,3.5,0.6,0.1,MIA,8,1,21.6
426,Cameron Oliver,SF,25,11.5,1.5,0.5,0.5,ATL,2,0,21.5
427,Kelly Olynyk,C,30,9.1,2.8,0.8,0.5,DET,40,1,19.1
428,Eugene Omoruyi,SF,24,1.8,0.5,0,0,DAL,4,0,4.5
429,Miye Oni,SG,24,0.3,0.3,0,0,UTA,16,0,2.8
430,Cedi Osman,SF,26,10.7,2,0.8,0.2,CLE,66,3,22.2
431,Daniel Oturu,C,22,3,0,0,0.7,TOR,3,0,9
432,Kelly Oubre Jr.,SF,26,15,1.1,1,0.4,CHO,76,13,26.3
433,Jaysean Paige,PG,27,0,1,0,0,DET,1,0,7
434,Trayvon Palmer,SG,27,0,0,0,0,DET,1,0,17
435,Kevin Pangos,PG,29,1.6,1.3,0.1,0,CLE,24,3,6.9
436,Jabari Parker,PF,26,4.4,0.5,0.3,0.1,BOS,12,0,9.3
437,Eric Paschall,PF,25,5.8,0.6,0.2,0.1,UTA,58,3,12.7
438,Chris Paul,PG,36,14.7,10.8,1.9,0.3,PHO,65,65,32.9
439,Cameron Payne,PG,27,10.8,4.9,0.7,0.3,PHO,58,12,22
440,Elfrid Payton,PG,27,3,2,0.5,0.1,PHO,50,1,11
441,Gary Payton II,PG,29,7.1,0.9,1.4,0.3,GSW,71,16,17.6
442,Norvel Pelle,C,28,2,0,0,0.3,UTA,3,0,6.3
443,Reggie Perry,PF,21,9.2,1.2,0.9,0.6,TOT,10,1,18.7
443,Reggie Perry,PF,21,10,1.3,1,0.7,POR,9,1,19.7
443,Reggie Perry,PF,21,2,0,0,0,IND,1,0,10
444,Jamorko Pickett,PF,24,3.8,0.5,0,0.5,DET,13,0,13.5
445,Theo Pinson,SF,26,2.5,0.9,0.3,0.1,DAL,19,0,7.8
446,Mason Plumlee,C,31,6.5,3.1,0.8,0.7,CHO,73,73,24.6
447,Jakob Poeltl,C,26,13.5,2.8,0.7,1.7,SAS,68,67,29
448,Aleksej Pokusevski,PF,20,7.6,2.1,0.6,0.6,OKC,61,12,20.2
449,Yves Pons,SF,22,1.1,0.1,0.1,0.3,MEM,12,0,5.9
450,Jordan Poole,SG,22,18.5,4,0.8,0.3,GSW,76,51,30
451,Kevin Porter Jr.,PG,21,15.6,6.2,1.1,0.4,HOU,61,61,31.3
452,Michael Porter Jr.,SF,23,9.9,1.9,1.1,0.2,DEN,9,9,29.4
453,Otto Porter Jr.,PF,28,8.2,1.5,1.1,0.5,GSW,63,15,22.2
454,Bobby Portis,C,26,14.6,1.2,0.7,0.7,MIL,72,59,28.2
455,Kristaps Porziņģis,PF,26,20.2,2.3,0.7,1.6,TOT,51,51,29
455,Kristaps Porziņģis,PF,26,19.2,2,0.7,1.7,DAL,34,34,29.5
455,Kristaps Porziņģis,PF,26,22.1,2.9,0.7,1.5,WAS,17,17,28.2
456,Micah Potter,C,23,4,0,0.3,0.3,DET,3,0,10.3
457,Dwight Powell,C,30,8.7,1.2,0.5,0.5,DAL,82,71,21.9
458,Myles Powell,PG,24,1.2,0.3,0.1,0,PHI,11,0,4.7
459,Norman Powell,SF-SG,28,19,2.1,0.9,0.5,TOT,45,41,32.4
459,Norman Powell,SF,28,18.7,2.1,1,0.4,POR,40,39,33.3
459,Norman Powell,SG,28,21.4,2.8,0.4,0.8,LAC,5,2,25
460,Joshua Primo,SG,19,5.8,1.6,0.4,0.5,SAS,50,16,19.3
461,Taurean Prince,PF,27,7.3,1,0.7,0.3,MIN,69,8,17.1
462,Payton Pritchard,SG,24,6.2,2,0.4,0.1,BOS,71,2,14.1
463,Trevelin Queen,SG,24,4.3,0.4,0.5,0.1,HOU,10,0,7.4
464,Neemias Queta,C,22,3.2,0.4,0.1,0.6,SAC,14,0,8.6
465,Immanuel Quickley,PG,22,11.3,3.5,0.7,0,NYK,78,3,23.1
466,Jahmi'us Ramsey,SG,20,3.2,0.4,0.1,0.1,SAC,19,0,7.1
467,Julius Randle,PF,27,20.1,5.1,0.7,0.5,NYK,72,72,35.3
468,Austin Reaves,SG,23,7.3,1.8,0.5,0.3,LAL,61,19,23.2
469,Cam Reddish,SF,22,10.1,1,1,0.3,TOT,49,7,20.7
469,Cam Reddish,SF,22,11.9,1.1,1,0.3,ATL,34,7,23.4
469,Cam Reddish,SF,22,6.1,0.7,0.8,0.3,NYK,15,0,14.3
470,Davon Reed,SG,26,4.4,1.1,0.5,0.2,DEN,48,5,13.9
471,Paul Reed,C,22,3.1,0.4,0.9,0.4,PHI,38,2,7.9
472,Naz Reid,C,22,8.3,0.9,0.5,0.9,MIN,77,6,15.8
473,Nick Richards,C,24,3,0.3,0.2,0.4,CHO,50,5,7.3
474,Josh Richardson,SG,28,10.2,1.8,0.9,0.4,TOT,65,7,24.6
474,Josh Richardson,SG,28,9.7,1.5,0.8,0.5,BOS,44,0,24.7
474,Josh Richardson,SG,28,11.4,2.3,1,0.3,SAS,21,7,24.4
475,Austin Rivers,SG,29,6,1.3,0.8,0.1,DEN,67,18,22.1
476,Duncan Robinson,SG,27,10.9,1.6,0.5,0.2,MIA,79,68,25.9
477,Justin Robinson,PG,24,3.1,1.3,0.4,0,TOT,25,0,12.2
477,Justin Robinson,PG,24,2.8,1.2,0.5,0,MIL,17,0,11.6
477,Justin Robinson,PG,24,0.7,0.7,0,0,SAC,3,0,5
477,Justin Robinson,PG,24,5.6,1.8,0.2,0.2,DET,5,0,18.2
478,Mitchell Robinson,C,23,8.5,0.5,0.8,1.8,NYK,72,62,25.7
479,Jeremiah Robinson-Earl,C,21,7.5,1,0.6,0.3,OKC,49,36,22.2
480,Isaiah Roby,PF,23,10.1,1.6,0.8,0.8,OKC,45,28,21.1
481,Rajon Rondo,PG,35,4.8,4.4,0.8,0.2,TOT,39,1,17.9
481,Rajon Rondo,PG,35,3.1,3.7,0.7,0.3,LAL,18,0,16.1
481,Rajon Rondo,PG,35,6.2,4.9,0.9,0,CLE,21,1,19.4
482,Derrick Rose,PG,33,12,4,0.8,0.5,NYK,26,4,24.5
483,Terrence Ross,SG,30,10,1.8,0.4,0.2,ORL,63,0,23
484,Terry Rozier,SG,27,19.3,4.5,1.3,0.3,CHO,73,73,33.7
485,Ricky Rubio,PG,31,13.1,6.6,1.4,0.2,CLE,34,8,28.5
486,D'Angelo Russell,PG,25,18.1,7.1,1,0.3,MIN,65,65,32
487,Matt Ryan,SF,24,3,0,1,0,BOS,1,0,5
488,Domantas Sabonis,C-PF,25,18.9,5.2,1,0.4,TOT,62,61,34.5
488,Domantas Sabonis,C,25,18.9,5,1,0.5,IND,47,46,34.7
488,Domantas Sabonis,PF,25,18.9,5.8,0.9,0.3,SAC,15,15,33.6
489,Olivier Sarr,C,22,7,0.9,0.3,0.7,OKC,22,2,19.1
490,Tomáš Satoranský,SG,30,3.6,3.3,0.5,0.1,TOT,55,13,16.5
490,Tomáš Satoranský,SG,30,2.8,2.4,0.4,0,NOP,32,3,15
490,Tomáš Satoranský,SG,30,3,0,0,0,SAS,1,0,9
490,Tomáš Satoranský,SG,30,4.9,4.9,0.7,0.2,WAS,22,10,18.9
491,Jordan Schakel,SG,23,1.3,0,0.3,0,WAS,4,0,7.5
492,Admiral Schofield,SF,24,3.8,0.7,0.1,0.1,ORL,38,1,12.3
493,Dennis Schröder,SG-PG,28,13.5,4.6,0.8,0.1,TOT,64,29,28.7
493,Dennis Schröder,SG,28,14.4,4.2,0.8,0.1,BOS,49,25,29.2
493,Dennis Schröder,PG,28,10.9,5.9,0.8,0.2,HOU,15,4,26.9
494,Tre Scott,SF,25,3,0,0.5,0.5,CLE,2,0,5.5
495,Jay Scrubb,SG,21,2.7,0.4,0.2,0.2,LAC,18,0,6.7
496,Wayne Selden,SG,27,1.7,0.3,0,0,NYK,3,0,6.3
497,Alperen Şengün,C,19,9.6,2.6,0.8,0.9,HOU,72,13,20.7
498,Collin Sexton,SG,23,16,2.1,0.9,0,CLE,11,11,28.7
499,Landry Shamet,SG,24,8.3,1.6,0.4,0.1,PHO,69,14,20.8
500,Day'Ron Sharpe,PF,20,6.2,0.5,0.3,0.5,BRK,32,8,12.2
501,Pascal Siakam,PF,27,22.8,5.3,1.3,0.6,TOR,68,68,37.9
502,Chris Silva,PF,25,2.6,0.7,0,0.1,TOT,10,0,9.1
502,Chris Silva,PF,25,0,0,0,0,MIN,1,0,3
502,Chris Silva,PF,25,2.9,0.8,0,0.1,MIA,9,0,9.8
